id,k9_key,composition,place,k1,k6,key_sig,year,date_text,age,category,type,created_at,spotify_track_id
811,66c,Symphony in D (lost),Salzburg?,Anh. 215,66c,D Major,1769,1769?,13,,,2025-09-05 20:46:27.448184+00,
812,66d,Symphony in B-flat (lost),Salzburg?,Anh. 217,66d,B Flat Major,1769,1769?,13,,,2025-09-05 20:46:27.448184+00,
813,66e,Symphony in B-flat (lost),Salzburg?,Anh. 218,66e,B Flat Major,1769,1769?,13,,,2025-09-05 20:46:27.448184+00,
814,67,Church Sonata No. 1 in E-flat,Salzburg,67,41h,E Flat Major,1771,1772?,15,Church Sonatas,Church Sonatas,2025-09-05 20:46:27.448184+00,
815,670,Overture in D (fragment),Salzburg,nan,nan,D Major,1776,1776,20,,,2025-09-05 20:46:27.448184+00,
816,671,Modulating Prelude (F-e),nan,nan,nan,,1776,1776-1777,20,,,2025-09-05 20:46:27.448184+00,
817,672,"Antiphon ""Alma Redemptoris Mater"" in F (lost)",Salzburg,nan,nan,F Major,1777,23 September 1777,21,,,2025-09-05 20:46:27.448184+00,
818,673,Flute Concerto (lost or unrealised),"Mannheim, Paris",nan,nan,,1777,1777-1778,21,,,2025-09-05 20:46:27.448184+00,
819,674,Two dance movements in D for orchestra (fragment),Paris,nan,nan,D Major,1778,1778,22,,,2025-09-05 20:46:27.448184+00,
820,675,Piece in B-flat for dance ensemble or orchestra (fragment),nan,nan,nan,B Flat Major,1778,1778,22,,,2025-09-05 20:46:27.448184+00,
821,676,March (lost),nan,nan,nan,,1780,1780,24,,,2025-09-05 20:46:27.448184+00,
822,677,Church Sonata in C (lost),nan,nan,nan,C Major,1780,1780,24,,,2025-09-05 20:46:27.448184+00,
823,678,Cantata (lost or unrealised),nan,nan,nan,,1781,June-September 1781,25,,,2025-09-05 20:46:27.448184+00,
824,679,Instrumental piece in B-flat (probably for 12 winds and double bass; fragment),nan,nan,nan,B Flat Major,1781,1781,25,,,2025-09-05 20:46:27.448184+00,
825,68,Church Sonata No. 2 in B-flat,Salzburg,68,41i,B Flat Major,1771,1772?,15,Church Sonatas,Church Sonatas,2025-09-05 20:46:27.448184+00,
826,680,String Quartet Movement in E (fragment),nan,nan,nan,E Major,1781,1781,25,,,2025-09-05 20:46:27.448184+00,
827,681,Larghetto and Allegro in E-flat for 2 pianos (fragment completed by Maximilian Stadler),nan,nan,nan,E Flat Major,1781,1781-1783,25,,,2025-09-05 20:46:27.448184+00,
828,682,Instrumental piece in C (probably for dance ensemble; fragment),nan,nan,nan,C Major,1782,1782,26,,,2025-09-05 20:46:27.448184+00,
829,683,"Duet ""Ho un pensiero nel cervello"" for soprano, tenor, and orchestra (fragment for ""L'oca del Cairo"", K. 422)",nan,nan,nan,,1783,June-September 1783,27,,,2025-09-05 20:46:27.448184+00,
830,684,"Rondo (fragment) and lost piece for ""Pianoforte de l'harmonie parfaite"" (doubtful)",nan,nan,nan,,1783,1783 (up to November),27,,,2025-09-05 20:46:27.448184+00,
831,685,Aria in B-flat for bass (fragment),nan,nan,nan,B Flat Major,1783,1783,27,,,2025-09-05 20:46:27.448184+00,
832,686,Trio (probably for 2 violins and cello) in C minor (fragment),nan,nan,nan,C Minor,1783,1783,27,,,2025-09-05 20:46:27.448184+00,
833,687,Trio movement (probably for 2 violins and cello) in C (fragment),nan,nan,nan,C Major,1783,1783,27,,,2025-09-05 20:46:27.448184+00,
834,688,Violin sonata movement in C (fragment),nan,nan,nan,C Major,1784,21 April 1784,28,,,2025-09-05 20:46:27.448184+00,
835,689,Aria for Margarethe Marchand (lost or unrealised),nan,nan,nan,,1784,21 July 1784,28,,,2025-09-05 20:46:27.448184+00,
836,69,Church Sonata No. 3 in D,Salzburg,69,41k,D Major,1771,1772?,15,Church Sonatas,Church Sonatas,2025-09-05 20:46:27.448184+00,
837,690,Instrumental piece in G for piano or dance ensemble (fragment),nan,nan,nan,G Major,1784,1784-1787,28,,,2025-09-05 20:46:27.448184+00,
838,691,Melodic notation in F (fragment),Vienna,K3. Anh. 190a/[01],626b/32 (1),F Major,1784,1784-1787,28,,,2025-09-05 20:46:27.448184+00,
839,692,Two Freemason songs (lost),nan,nan,nan,,1785,1785,29,,,2025-09-05 20:46:27.448184+00,
840,693,Orchestral piece in E minor (fragment),nan,nan,nan,E Minor,1785,1785,29,,,2025-09-05 20:46:27.448184+00,
841,694,Allegro in D for orchestra (fragment),nan,nan,nan,D Major,1785,1785-1786,29,,,2025-09-05 20:46:27.448184+00,
842,695,Piano piece in C (fragment),nan,nan,nan,C Major,1785,1785-1786,29,,,2025-09-05 20:46:27.448184+00,
843,696,Canon in E-flat for 3 sopranos and bass,nan,nan,nan,E Flat Major,1785,1785,29,,,2025-09-05 20:46:27.448184+00,
844,697,Trio movement in C (fragment),nan,nan,nan,C Major,1785,1785,29,,,2025-09-05 20:46:27.448184+00,
845,698,Theme in B-flat (fragment),nan,nan,nan,B Flat Major,1785,1785,29,,,2025-09-05 20:46:27.448184+00,
846,699,"Duet ""Ich nenne dich, ohn' es zu wissen"" in B-flat for two voices (discant) and piano (fragment)",nan,Anh. 24,626b/26,B Flat Major,1785,1785-1787,29,,,2025-09-05 20:46:27.448184+00,
847,7,Violin Sonata No. 2 in D,Salzburg or Paris,7,7,D Major,1764,1762-64,8,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:27.448184+00,
848,70,"Recitative and Aria for Soprano, ""A Berenice""",Salzburg,70,61c,,1769,28 February 1767 and 1769,13,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
849,700,"""Giunse il momento alfine"" - ""Non tardar, amato bene"" (fragment; predecessor of aria ""Giunse alfin il momento - Deh vieni non tardar"" from ""Le nozze di Figaro"", K. 492)",nan,nan,nan,,1786,March-June 1786,30,,,2025-09-05 20:46:27.448184+00,
850,701,Melodic notation in C minor (fragment),nan,nan,nan,C Minor,1785,1785-1786,29,,,2025-09-05 20:46:27.448184+00,
851,702,Melodic notation in C minor (fragment),nan,nan,nan,C Minor,1785,1785-1786,29,,,2025-09-05 20:46:27.448184+00,
852,703,Instrumental piece in A-flat (fragment?),nan,nan,nan,A Flat Major,1787,1787,31,,,2025-09-05 20:46:27.448184+00,
853,704,Melodic notation in G minor (fragment),nan,nan,nan,G Minor,1787,1787,31,,,2025-09-05 20:46:27.448184+00,
854,705,Melodic notation in G (fragment),nan,nan,nan,G Major,1787,1787,31,,,2025-09-05 20:46:27.448184+00,
855,706,"Vocal movement in D minor (fragment, without text)",Vienna,nan,nan,D Minor,1787,1787,31,,,2025-09-05 20:46:27.448184+00,
856,707,Credo in D (fragment),Vienna,nan,nan,D Major,1787,1787,31,,,2025-09-05 20:46:27.448184+00,
857,708,Adagio in B minor for piano (fragment; predecessor of K. 540),nan,nan,nan,B Minor,1788,1788,32,,,2025-09-05 20:46:27.448184+00,
858,709,Melodic notation in C (probably for dance ensemble),nan,nan,nan,C Major,1785,1785-1788,29,,,2025-09-05 20:46:27.448184+00,
859,71,"Aria for Tenor ""Ah più tremar non voglio"" in F (fragment)",Salzburg,71,71,F Major,1770,1769 or early 1770,14,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:27.448184+00,
860,710,Allegretto in B-flat (for piano or dance ensemble; fragment),nan,nan,nan,B Flat Major,1785,1785-1788,29,,,2025-09-05 20:46:27.448184+00,
861,711,Instrumental piece in B-flat (for piano or dance ensemble; fragment),nan,nan,nan,B Flat Major,1787,1787-1788,31,,,2025-09-05 20:46:27.448184+00,
862,712,"Recitative ""Ahi, cosa veggio!"" for soprano and orchestra for aria K. 583 ""Vado, ma dove? Oh Dei!"" (doubtful)",nan,nan,nan,,1789,October-November 1789,33,,,2025-09-05 20:46:27.448184+00,
863,713,"Recitative ""No, caro, fa coraggio e in me ti fida"" for soprano and orchestra (doubtful)",nan,nan,nan,,1790,July-August 1790,34,,,2025-09-05 20:46:27.448184+00,
864,714,Der Stein der Weisen: three contributions in Act II (doubtful),nan,nan,nan,,1790,1790 (by 11 September),34,,,2025-09-05 20:46:27.448184+00,
865,715,"Recitative ""Ah, da me s'allontani"" for soprano and orchestra for aria K. 419 ""No, che non sei capace"" (doubtful)",nan,nan,nan,,1791,1791 (by 16 April),35,,,2025-09-05 20:46:27.448184+00,
866,716,"Duet ""Pamina, wo bist du?"" for tenor, bass, and orchestra for K. 620 ""Die Zauberflöte"" (probably a fragment; doubtful)",nan,nan,nan,,1791,June-September 1791,35,,,2025-09-05 20:46:28.676547+00,
867,717,"Aria ""Se mai senti spirarti sul volto"" (lost, doubtful)",nan,nan,nan,,,nan,,,,2025-09-05 20:46:28.676547+00,
868,718,Adagio in F for string quartet (lost),nan,nan,nan,F Major,1781,1781,25,,,2025-09-05 20:46:28.676547+00,
869,719,"Two German dances in E and C for 2 violins and bass (fragments, doubtful)",nan,nan,nan,E Major,,nan,,,,2025-09-05 20:46:28.676547+00,
870,72,"Offertory in G, ""Inter natos mulierum""",Salzburg,72,74f,G Major,1770,May or June 1771,14,Sacred Works,Smaller Church Works,2025-09-05 20:46:28.676547+00,
871,720,Melodic notation in D,Salzburg,KV2 Anh. 109d,73x/03,D Major,1772,1772,16,,,2025-09-05 20:46:28.676547+00,
872,721,"Song, Prüfung des Küssens ""Meine weise Mutter spricht"" (lost, doubtful)",nan,KV3 Anh. 255a,Anh.C 8.16,,1784,1784,28,,,2025-09-05 20:46:28.676547+00,
873,72a,Molto Allegro in G (fragment),Verona,72a,72a,G Major,1770,6 January 1770,14,Piano Music,Piano Pieces,2025-09-05 20:46:28.676547+00,
874,72b,"Aria ""Misero tu non sei""",Salzburg,Anh. 2,72b,,1770,26 January 1770,14,,,2025-09-05 20:46:28.676547+00,
875,73,Symphony No. 9 in C,Salzburg,73 (K3 75a),73,C Major,1769,1769 or Spring 1770,13,Orchestral Music,Symphonies,2025-09-05 20:46:28.676547+00,
876,73D,"Aria for Soprano, ""Per quel paterno amplesso""",Milan,nan,73D,,1766,1766,10,,,2025-09-05 20:46:28.676547+00,
877,73w,Thema for Harpsichord,Verona,,,G Major,1770,,14,Piano Music,Piano Pieces,2025-09-05 20:46:28.676547+00,
878,74,Symphony No. 10 in G,Milan,74,74,G Major,1770,Spring 1770,14,Orchestral Music,Symphonies,2025-09-05 20:46:28.676547+00,
879,74b,"Aria for Soprano, ""Non curo l'affetto""",Milan or Pavia,nan,74b,,1771,early 1771,15,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:28.676547+00,
880,74g,Symphony No. 54 in B-flat (doubtful),Salzburg,Anh. 216; K3 74g,Anh. C 11.03,B Flat Major,1771,1771,15,,,2025-09-05 20:46:28.676547+00,
881,75,Symphony No. 42 in F (doubtful),Salzburg,75,75,F Major,1771,Spring 1771,15,Orchestral Music,Symphonies,2025-09-05 20:46:28.676547+00,
882,76,Symphony No. 43 in F (doubtful),Vienna,76,42a,F Major,1767,1767,11,Orchestral Music,Symphonies,2025-09-05 20:46:28.676547+00,
883,77,"Recitative and Aria for Soprano, ""Misero me...Misero pargoletto""",Milan,77,73e,,1770,March 1770,14,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:28.676547+00,
884,78,"Aria for Soprano, ""Per pietà, bell'idol mio""",Milan,78,73b,,1770,1766,14,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:28.676547+00,
885,79,"Recitative and Aria for Soprano, ""O temerario Arbace""",Milan,79,73d,,1770,1766,14,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:28.676547+00,
886,8,Violin Sonata No. 3 in B-flat,Paris,8,8,B Flat Major,1764,January 1764,8,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:28.676547+00,
887,80,String Quartet No. 1 in G,Lodi,80,73f,G Major,1770,15 March 1770,14,Chamber Music,String Quartets and Quartets with a Wind Instrument,2025-09-05 20:46:28.676547+00,
888,81,Symphony No. 44 in D (doubtful),Rome,81,73l,D Major,1770,April 1770,14,Orchestral Music,Symphonies,2025-09-05 20:46:28.676547+00,
889,82,"Aria for Soprano, ""Se ardire, e speranza""",Rome,82,73o,,1770,25 April 1770,14,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:28.676547+00,
890,83,"Aria for Soprano, ""Se tutti i mali miei""",Rome,83,73p,,1770,April - May 1770,14,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:28.676547+00,
891,84,Symphony No. 11 in D (uncertain),Milan or Bologna,84,73q,D Major,1770,1770,14,Orchestral Music,Symphonies,2025-09-05 20:46:28.676547+00,
892,85,Miserere in A minor,Bologna,85,73s,A Minor,1770,July - August 1770,14,Sacred Works,Smaller Church Works,2025-09-05 20:46:28.676547+00,
893,86,"Antiphon ""Quaerite primum regnum Dei""",Bologna,,,,1770,,14,Sacred Works,Smaller Church Works,2025-09-05 20:46:28.676547+00,
894,87,"Mitridate, re di Ponto",Bologna and Milan,87,74a,,1770,26 December 1770,14,Vocal Music with Orchestra,Operas and Singspiels,2025-09-05 20:46:28.676547+00,
895,88,"Aria for Soprano, ""Fra cento affanni""",Milan,88,73c,,1770,February - March 1770,14,Vocal Music with Orchestra,"Arias, scenes, ensembles and choirs with orchestra",2025-09-05 20:46:28.676547+00,
896,89,Kyrie in G for 5 voices in 1,Rome,89,73k,G Major,1772,1772,16,Vocal Music (smaller forms),Canons,2025-09-05 20:46:28.676547+00,
897,9,Violin Sonata No. 4 in G,Paris,9,9,G Major,1764,January 1764,8,Chamber Music,Sonatas and Variations for Piano and Violin,2025-09-05 20:46:28.676547+00,
898,90,Kyrie in D minor (doubtful),Salzburg,90,90,D Minor,1771,1771-1772,15,Sacred Works,Masses and Requiem,2025-09-05 20:46:28.676547+00,
899,94,Minuet for Harpsichord,Salzburg,,,D Major,1769,,13,Piano Music,Piano Pieces,2025-09-05 20:46:28.676547+00,
900,95,Symphony No. 45 in D (doubtful),Rome,95,73n,D Major,1770,April 1770,14,Orchestral Music,Symphonies,2025-09-05 20:46:28.676547+00,
901,96,Symphony No. 46 in C (doubtful),Milan,96,111b,C Major,1771,October/November 1771,15,Orchestral Music,Symphonies,2025-09-05 20:46:28.676547+00,
902,97,Symphony No. 47 in D (doubtful),Rome,97,73m,D Major,1770,April 1770,14,Orchestral Music,Symphonies,2025-09-05 20:46:28.676547+00,
903,99,Cassation in B-flat,Salzburg,99,63a,B Flat Major,1769,Summer 1769,13,Orchestral Music,"Cassations, Serenades and Divertimenti for orchestra",2025-09-05 20:46:28.676547+00,
904,9a,Allegro in C for Piano,Salzburg,9a,5a,C Major,1763,1764,7,Piano Music,Piano Pieces,2025-09-05 20:46:28.676547+00,
905,9b,Andante in B-flat for Piano,Salzburg,9b,5b,B Flat Major,1763,1764,7,Piano Music,Piano Pieces,2025-09-05 20:46:28.676547+00,
906,Anh.A 16,Piano Concerto No. 4 in G,Salzburg,41,41,G Major,1767,July 1767,11,,,2025-09-05 20:46:28.676547+00,
907,"Anh.A 20, 21","""Cibavit eos"" (transcription of music by Johann Stadlmayr)",Bologna,44,73u,,1770,early August 1770,14,,,2025-09-05 20:46:28.676547+00,
908,Anh.A 22,"""De profundis clamavi"" in C minor[7]",nan,93,Anh. A 22,C Minor,,spurious (by Johann Georg Reutter),,,,2025-09-05 20:46:28.676547+00,
909,Anh.A 27,"4 Contredanses, (Serenade No. 2); actually by Michael Haydn",nan,101,250a,,,nan,,,,2025-09-05 20:46:28.676547+00,
910,Anh.A 28,6 Minuets (actually by Michael Haydn),nan,104,61e,,,nan,,,,2025-09-05 20:46:28.676547+00,
911,Anh.A 29,3 Concerti for Piano after J.C. Bach,Salzburg,107;21b,107,,1770,Winter 1770-1772,14,,,2025-09-05 20:46:28.676547+00,
912,Anh.A 34,Minuet in E-flat,Bologna,122,73t,E Flat Major,1770,early August 1770,14,,,2025-09-05 20:46:28.676547+00,
913,Anh.A 35,"Sketch of a Ballet ""Le gelosie del Seraglio"" (one trio is K. 665; the rest is K9 Anh.A 35 as an arrangement of work by Josef Starzer and François Granier)",Salzburg and Milan,Anh. 109,135a,,1772,December 1772,16,,,2025-09-05 20:46:28.676547+00,
914,Anh.A 36,"Aria (canzonetta) for voice and Piano ""Ridente la calma"" (arranged from Josef Myslive?ek)",Salzburg?,152,210a,,1772,1772 and 1775,16,,,2025-09-05 20:46:28.676547+00,
915,Anh.A 37,In te Domine in C (fragment),Salzburg,Anh. 23,166h,C Major,1772,1772,16,,,2025-09-05 20:46:28.676547+00,
916,Anh.A 39,"Canon in B-flat for 3 voices in 1, ""Leck mir den Arsch fein recht schön sauber"" (Wenzel Trnka)",Vienna,233,382d,B Flat Major,1782,1782,26,,,2025-09-05 20:46:28.676547+00,
917,Anh.A 40,"Canon in G for 3 voices in 1, ""Bei der Hitz im Sommer eß ich"" (Wenzel Trnka)",Vienna,234,382e,G Major,1782,1782,26,,,2025-09-05 20:46:28.676547+00,
918,Anh.A 41,"Andantino for Piano in E-flat (arranged from Christoph Willibald Gluck, ""Non vi turbate"")",Vienna,236,588b/Anh. 36,E Flat Major,1790,1790,34,,,2025-09-05 20:46:28.676547+00,
919,Anh.A 42,"(Flute?) Concerto, really by Johann Baptist Wendling",Mannheim,nan,284e,,1777,November 1777,21,,,2025-09-05 20:46:28.676547+00,
920,Anh.A 46,Arrangement of 5 Fugues by J.S. Bach,Vienna,405,405,,1782,1782,26,,,2025-09-05 20:46:28.676547+00,
921,Anh.A 47.01,"Notturno for Two Sopranos and Bass, ""Due pupille"" (Gottfried von Jacquin)",Vienna?,439,439,,1783,c. 1783-1786,27,,,2025-09-05 20:46:28.676547+00,
922,Anh.A 47.02,"Notturno for Two Sopranos and Bass, ""Se lontan"" (Gottfried von Jacquin)",Vienna?,438,438,,1783,c. 1783-1786,27,,,2025-09-05 20:46:28.676547+00,
923,Anh.A 47.03,"Notturno for Two Sopranos and Bass, ""Ecco quel fiero"" (Gottfried von Jacquin)",Vienna,436,436,,1783,1783,27,,,2025-09-05 20:46:28.676547+00,
924,Anh.A 47.04,"Notturno for Two Sopranos and Bass, ""Mi lagnerò tacendo"" (Gottfried von Jacquin)",Vienna,437,437,,1783,1783,27,,,2025-09-05 20:46:28.676547+00,
925,Anh.A 47.05,"Notturno for Two Sopranos and Bass, ""Luci care, luci belle"" (Gottfried von Jacquin)",Vienna?,346,439a,,1783,c. 1783-1786,27,,,2025-09-05 20:46:28.676547+00,
926,Anh.A 48,Instrumentation for a Concerto for Violin by G.B. Viotti,Vienna,nan,470a,,1785,April 1785,29,,,2025-09-05 20:46:28.676547+00,
927,Anh.A 51,Symphony No. 3 in E-flat,spurious (by Carl Friedrich Abel; Mozart substituted two clarinets for 2 oboes),18,Anh. A 51,E Flat Major,,spurious (by Carl Friedrich Abel; Mozart substituted two clarinets for 2 oboes),2,,,2025-09-05 20:46:28.676547+00,
928,Anh.A 52,Fugue in D major,nan,291,Anh. A 52,D Major,,spurious; by Michael Haydn,,,,2025-09-05 20:46:28.676547+00,
929,Anh.A 53,"Symphony No. 37 in G, Introduction to Symphony No. 25 by Michael Haydn (previously all was Symphony No. 37 in G)",Vienna,444,425a,G Major,1783,late 1783 or 1784,27,,,2025-09-05 20:46:28.676547+00,
930,Anh.A 54,"Grazie agl'inganni tuoi (La Libertà a Nice),Sketch/fragment for a vocal trio and instruments (Michael Kelly)",Vienna,532,532,,1787,1787,31,,,2025-09-05 20:46:28.676547+00,
931,Anh.A 55,Arrangement of Aria for Tenor by Carl Philipp Emanuel Bach,Vienna,nan,537d,,1788,February 1788,32,,,2025-09-05 20:46:28.676547+00,
932,Anh.A 56,Arrangement of Händel's Acis und Galathea,Vienna,566,566,,1788,November 1788,32,,,2025-09-05 20:46:28.676547+00,
933,Anh.A 57,Arrangement of Händel's Messiah,Vienna,572,572,,1789,March 1789,33,,,2025-09-05 20:46:28.676547+00,
934,Anh.A 58,Arrangement of Händel's Alexander's Feast,Vienna,591,591,,1790,July 1790,34,,,2025-09-05 20:46:28.676547+00,
935,Anh.A 6,"""Klavierstück"" in F",Zürich,nan,33B,F Major,1766,early October 1766,10,,,2025-09-05 20:46:28.676547+00,
936,Anh.A 63,Arrangement of Händel's Ode to Saint Cæcelia,Vienna,592,592,,1790,July 1790,34,,,2025-09-05 20:46:28.676547+00,
937,Anh.A 64,"Comical Duet for Soprano and Bass, ""Nun, liebes Weibchen""",Vienna,625,592a,,1790,August 1790,34,,,2025-09-05 20:46:28.676547+00,
938,Anh.A 66,"Allegro in D major, K. 626b/16",Vienna,nan,626b/16,D Major,1773,1773 (uncertain),17,,,2025-09-05 20:46:28.676547+00,
939,Anh.A 7,Piano Concerto No. 1 in F,Salzburg,37,37,F Major,1767,April 1767,11,,,2025-09-05 20:46:28.676547+00,
940,Anh.A 8,Piano Concerto No. 2 in B-flat,Salzburg,39,39,B Flat Major,1767,June 1767,11,,,2025-09-05 20:46:28.676547+00,
941,Anh.A 9,Piano Concerto No. 3 in D,Salzburg,40,40,D Major,1767,July 1767,11,,,2025-09-05 20:46:28.676547+00,
942,Anh.C 1.13,Kyrie (lost; doubtful),Salzburg,340,Anh. C 3.06,,1780,1780,24,,,2025-09-05 20:46:28.676547+00,
943,Anh.C 1.39,Kyrie in C major,nan,221,Anh. A 1,C Major,,spurious (by Johann Ernst Eberlin),,,,2025-09-05 20:46:28.676547+00,
944,Anh.C 1.40,Lacrimosa in C minor,nan,Anh. 21,Anh. A 2,C Minor,,spurious (by Johann Ernst Eberlin),,,,2025-09-05 20:46:28.676547+00,
945,Anh.C 11.02,Symphony No. 2 in B-flat,nan,17,Anh. C 11.02,B Flat Major,,spurious (by Leopold Mozart),,,,2025-09-05 20:46:28.676547+00,
946,Anh.C 11.04,Symphony No. 56 in F (doubtful),Milan?,98,Anh. C 11.04,F Major,1771,November 1771?,15,,,2025-09-05 20:46:28.676547+00,
947,Anh.C 11.07,Symphony in D (lost or unidentified),Salzburg?,nan,Anh. C 11.07,D Major,1769,1769?,13,,,2025-09-05 20:46:28.676547+00,
948,Anh.C 11.08,Symphony in F (lost),Salzburg?,nan,Anh. C 11.08,F Major,1769,1769?,13,,,2025-09-05 20:46:28.676547+00,
949,Anh.C 11.18,"Symphony in A minor, Odense (spurious)",nan,Anh. 220,16a,A Minor,,nan,,,,2025-09-05 20:46:28.676547+00,
950,Anh.C 13.01,Minuet with trio in C,nan,nan,Anh. C 13.01,C Major,,spurious (by Kaspar Anton Karl van Beethoven),,,,2025-09-05 20:46:28.676547+00,
951,Anh.C 13.02,"Country Dances (9) (""Quadrilles""), spurious",nan,510,Anh. C 13.02,,,spurious,,,,2025-09-05 20:46:28.676547+00,
952,Anh.C 13.04,Minuet in D (actually by Leopold Mozart),nan,64,64,D Major,,nan,,,,2025-09-05 20:46:28.676547+00,
953,Anh.C 13.05,6 Minuets (actually by Michael Haydn),nan,105,61f,,,nan,,,,2025-09-05 20:46:28.676547+00,
954,Anh.C 14.01,"Sinfonia concertante in E-flat major, spurious",nan,297b,Anh. C 14.01,E Flat Major,,spurious,,,,2025-09-05 20:46:28.676547+00,
955,Anh.C 14.04,"Violin Concerto ""No. 6"" in E-flat (spurious)",Munich?,268,Anh. C 14.04,E Flat Major,1780,1780?,24,,,2025-09-05 20:46:28.676547+00,
956,Anh.C 14.06,Oboe Concerto in E-flat major,nan,nan,Anh. C 14.06,E Flat Major,,Mozart's authorship doubtful,,,,2025-09-05 20:46:28.676547+00,
957,Anh.C 16.02,Church Sonata in D (actually by Leopold Mozart),Salzburg,nan,124A,D Major,1774,1774,18,,,2025-09-05 20:46:28.676547+00,
958,Anh.C 17.12,Divertimento No. 5 in C,spurious (by Leopold Mozart; arrangement of dances by Josef Starzer and Christoph Willibald Gluck),187,Anh. C 17.12,C Major,,spurious (by Leopold Mozart; arrangement of dances by Josef Starzer and Christoph Willibald Gluck),,,,2025-09-05 20:46:28.676547+00,
959,Anh.C 21.02,Arrangement of 6 Preludes and Fugues by J.S. and W.F. Bach,Vienna,nan,404a,,1782,1782,26,,,2025-09-05 20:46:28.676547+00,
960,Anh.C 23.01,Violin Sonata in C,nan,55,Anh. C 23.01,C Major,,spurious (composer unknown),,,,2025-09-05 20:46:28.676547+00,
961,Anh.C 23.02,Violin Sonata in C,nan,56,Anh. C 23.02,C Major,,spurious (composer unknown),,,,2025-09-05 20:46:28.676547+00,
962,Anh.C 23.03,Violin Sonata in C,nan,57,Anh. C 23.03,C Major,,spurious (composer unknown),,,,2025-09-05 20:46:28.676547+00,
963,Anh.C 23.04,Violin Sonata in E-flat,nan,58,Anh. C 23.04,E Flat Major,,spurious (composer unknown),,,,2025-09-05 20:46:28.676547+00,
964,Anh.C 23.05,Violin Sonata in C,nan,59,Anh. C 23.05,C Major,,spurious (composer unknown),,,,2025-09-05 20:46:28.676547+00,
965,Anh.C 23.06,Violin Sonata in E minor,nan,60,Anh. C 23.06,E Minor,,spurious (composer unknown),,,,2025-09-05 20:46:28.676547+00,
966,Anh.C 23.07,Violin Sonata in A,nan,61,Anh. C 23.07,A Major,,spurious (by Hermann Friedrich Raupach),,,,2025-09-05 20:46:28.676547+00,
967,Anh.C 27.03,Fantasia in G minor for organ,nan,K2. 528a,Anh. C 27.03,G Minor,1787,1787? (incomplete),31,,,2025-09-05 20:46:28.676547+00,
968,Anh.C 27.04,Romance in A-flat,nan,nan,Anh. C 27.04,A Flat Major,,doubtful,,,,2025-09-05 20:46:28.676547+00,
969,Anh.C 27.10,Fugue in E (probably by August Alexander Klengel),nan,nan,Anh. C 27.10,E Major,,incomplete,,,,2025-09-05 20:46:28.676547+00,
970,Anh.C 29.01,12 Contredanses for Graf Czernin (actually by Michael Haydn),nan,nan,269b,,,nan,,,,2025-09-05 20:46:28.676547+00,
971,Anh.C 3.09,Convertentur sedentes in D major,nan,177,Anh. C 3.09,D Major,,spurious (by Leopold Mozart),,,,2025-09-05 20:46:28.676547+00,
972,Anh.C 3.42,Adoramus te in C minor,nan,327,Anh. A 10,C Minor,,spurious (by Quirino Gasparini)[6],,,,2025-09-05 20:46:28.676547+00,
973,Anh.C 6.01,"Comedy ""Die Liebesprobe""",Vienna,Anh. 28,509c,,1787,July 1787?,31,,,2025-09-05 20:46:28.676547+00,
974,Anh.C 8.48,"Wiegenlied (""Schlafe mein Prinzchen"")",nan,350,Anh. C 8.48,,,spurious (by Bernhard Flies),,,,2025-09-05 20:46:28.676547+00,
975,Anh.C 8.55,Sancta Maria in G major,nan,nan,Anh. C 3.15,G Major,,spurious (by Friedrich Heinrich Himmel),,,,2025-09-05 20:46:28.676547+00,
976,Anh.C 9.03,"Canon for two voices, ""Beym Arsch ist’s finster""",Vienna,441b,Anh. C 9.03,,1783,1783,27,,,2025-09-05 20:46:28.676547+00,
977,Anh.G (various),19 Song Cadenzas,Mannheim,nan,293e,,1778,Spring 1778,22,,,2025-09-05 20:46:28.676547+00,
978,Anh.G (various),"Cadenzas for Piano ConcertosK. 40i, 107/1, 175, 238, 246, 271, 365, 413, 414,415, 449, 450, 451, 453, 456, 459, 488 & 595",Vienna,624,626a,,1768,1768-1791,12,,,2025-09-05 20:46:28.676547+00,
979,Anh.H (various),6 Sketches & Fragments to a Mass (K. 698 is an instrumental piece/theme in B-flat; the rest is broken up throughout K9 Anh. H),Vienna,Anh. 109f,417B,B Flat Major,1770,1770-1783,14,,,2025-09-05 20:46:28.676547+00,
980,"Anh.H, various",14 Canonic Studies (No. 3 is K. 720; the others are in Anh.H of K9),nan,Anh. 109d,73x,,1772,1772,16,,,2025-09-05 20:46:28.676547+00,
